id,official_name,alias_name,total_leaf_node
13004025,ศูนย์ฝึกและอบรมเด็กและเยาวชนเขต 5,,0
13004026,ศูนย์ฝึกและอบรมเด็กและเยาวชนเขต 6,,0
13004027,ศูนย์ฝึกและอบรมเด็กและเยาวชนเขต 7,,0
13004028,ศูนย์ฝึกและอบรมเด็กและเยาวชนเขต 8,,0
13004029,ศูนย์ฝึกและอบรมเด็กและเยาวชนเขต 9,,0
13004030,ศูนย์เทคโนโลยีสารสนเทศ,,0
13004031,ศูนย์แรกรับเด็กและเยาวชนชายบ้านเมตตา,,0
13004032,สถานพินิจและคุ้มครองเด็กและเยาวชนกรุงเทพมหานคร,,0
13004033,สถานพินิจและคุ้มครองเด็กและเยาวชนกรุงเทพมหานคร (หน่วยบริการธนบุรี),,0
13004034,สถานพินิจและคุ้มครองเด็กและเยาวชนกรุงเทพมหานคร (หน่วยบริการมีนบุรี),,0
13004035,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดกระบี่,,0
13004036,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดกาญจนบุรี,,0
13004037,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดกาญจนบุรี (หน่วยบริการทองผาภูมิ),,0
13004038,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดกาฬสินธุ์,,0
13004039,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดกำแพงเพชร,,0
13004040,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดขอนแก่น,,0
13004041,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดจันทบุรี,,0
13004042,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดฉะเชิงเทรา,,0
13004043,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดชลบุรี,,0
13004044,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดชัยนาท,,0
13004045,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดชัยภูมิ,,0
13004046,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดชุมพร,,0
13004047,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดตรัง,,0
13004048,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดตราด,,0
13004049,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดตาก,,0
13004050,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดตาก (หน่วยบริการแม่สอด),,0
13004051,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครนายก,,0
13004052,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครปฐม,,0
13004053,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครพนม,,0
13004054,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครราชสีมา,,0
13004055,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครศรีธรรมราช,,0
13004056,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนครสวรรค์,,0
13004057,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนนทบุรี,,0
13004058,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดนราธิวาส,,0
13004059,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดน่าน,,0
13004060,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดบึงกาฬ,,0
13004061,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดบุรีรัมย์,,0
13004062,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดปทุมธานี,,0
13004063,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดประจวบคีรีขันธ์,,0
13004064,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดปราจีนบุรี,,0
13004065,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดปัตตานี,,0
13004066,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพระนครศรีอยุธยา,,0
13004067,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพะเยา,,0
13004068,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพังงา,,0
13004069,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพังงา (หน่วยบริการตะกั่วป่า),,0
13004070,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพัทลุง,,0
13004071,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพิจิตร,,0
13004072,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดพิษณุโลก,,0
13004073,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดภูเก็ต,,0
13004074,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดมหาสารคาม,,0
13004075,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดมุกดาหาร,,0
13004076,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดยะลา,,0
13004077,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดยะลา (หน่วยบริการเบตง),,0
13004078,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดยโสธร,,0
13004079,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดระนอง,,0
13004080,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดระยอง,,0
13004081,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดราชบุรี,,0
13004082,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดร้อยเอ็ด,,0
13004083,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดลพบุรี,,0
13004084,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดลำปาง,,0
13004085,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดลำพูน,,0
13004086,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดศรีสะเกษ,,0
13004087,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสกลนคร,,0
13004088,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสงขลา,,0
13004089,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสตูล,,0
13004090,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสมุทรปราการ,,0
13004091,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสมุทรสงคราม,,0
13004092,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสมุทรสาคร,,0
13004093,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสระบุรี,,0
13004094,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสระแก้ว,,0
13004095,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสิงห์บุรี,,0
13004096,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสุพรรณบุรี,,0
13004097,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสุราษฎร์ธานี,,0
13004098,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสุราษฎร์ธานี (หน่วยบริการเกาะสมุย),,0
13004099,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสุรินทร์,,0
13004100,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดสุโขทัย,,0
13004101,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดหนองคาย,,0
13004102,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดหนองบัวลำภู,,0
13004103,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอำนาจเจริญ,,0
13004104,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอุดรธานี,,0
13004105,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอุตรดิตถ์,,0
13004106,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอุทัยธานี,,0
13004107,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอุบลราชธานี,,0
13004108,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดอ่างทอง,,0
13004109,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเชียงราย,,0
13004110,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเชียงใหม่,,0
13004111,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเชียงใหม่ (หน่วยบริการฝาง),,0
13004112,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเพชรบุรี,,0
13004113,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเพชรบูรณ์,,0
13004114,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดเลย,,0
13004115,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดแพร่,,0
13004116,สถานพินิจและคุ้มครองเด็กและเยาวชนจังหวัดแม่ฮ่องสอน,,0
13004117,สถานแรกรับเด็กและเยาวชนหญิงบ้านปรานี,,0
13004118,สถาบันพัฒนาบุคลากรในกระบวนการยุติธรรมเด็กและเยาวชน,,0
13004119,สถาบันวิจัยและพัฒนา,,0
13004120,สำนักงานเลขานุการกรม,,0
13004121,สำนักงานเลขานุการคณะกรรมการอำนวยการศูนย์ฯ,['ศอ.กต.'],0
13004122,สำนักผู้บริหาร,,0
13004123,สำนักพัฒนาระบบงานยุติธรรมเด็กและเยาวชน,,0
13005001,กลุ่มงานคุ้มครองจริยธรรมของกรมราชทัณฑ์,,0
13005002,กลุ่มพัฒนาระบบบริหาร,,0
13005003,กองการเจ้าหน้าที่,,0
13005004,กองคลัง,,0
13005005,กองนิติการ,,0
13005006,กองบริการทางการแพทย์,,0
13005007,กองมาตรฐานการปฏิบัติต่อผู้เข้ารับการตรวจพิสูจน์,,0
13005008,กองสังคมสงเคราะห์,,0
13005009,กองแผนงาน,,0
13005010,ทัณฑสถานบำบัดพิเศษกลาง,,0
13005011,ทัณฑสถานบำบัดพิเศษขอนแก่น,,0
13005012,ทัณฑสถานบำบัดพิเศษจังหวัดปทุมธานี,,0
13005013,ทัณฑสถานบำบัดพิเศษพระนครศรีอยุธยา,,0
13005014,ทัณฑสถานบำบัดพิเศษลำปาง,,0
13005015,ทัณฑสถานบำบัดพิเศษสงขลา,,0
13005016,ทัณฑสถานบำบัดพิเศษหญิง,,0
13005017,ทัณฑสถานวัยหนุ่มกลาง,,0
13005018,ทัณฑสถานวัยหนุ่มนครศรีธรรมราช,,0
13005019,ทัณฑสถานวัยหนุ่มพระนครศรีอยุธยา,,0
13005020,ทัณฑสถานหญิงกลาง,,0
13005021,ทัณฑสถานหญิงชลบุรี,,0
13005022,ทัณฑสถานหญิงธนบุรี,,0
13005023,ทัณฑสถานหญิงนครราชสีมา,,0
13005024,ทัณฑสถานหญิงพิษณุโลก,,0
13005025,ทัณฑสถานหญิงสงขลา,,0
13005026,ทัณฑสถานหญิงเชียงใหม่,,0
13005027,ทัณฑสถานเกษตรอุตสาหกรรมเขาพริก,,0
13005028,ทัณฑสถานเปิดทุ่งเบญจา,,0
13005029,ทัณฑสถานเปิดบ้านนาวง,,0
13005030,ทัณฑสถานเปิดบ้านเนินสูง,,0
13005031,ทัณฑสถานเปิดหนองน้ำขุ่น,,0
13005032,ทัณฑสถานเปิดห้วยโป่ง,,0
13005033,ทัณฑสถานโรงพยาบาลราชทัณฑ์,,0
13005034,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมราชทัณฑ์,,0
13005035,สถานกักกันนครปฐม,,0
13005036,สถานกักขังกลางจังหวัดตราด,,0
13005037,สถานกักขังกลางจังหวัดนครศรีธรรมราช,,0
13005038,สถานกักขังกลางจังหวัดปทุมธานี,,0
13005039,สถานกักขังกลางจังหวัดร้อยเอ็ด,,0
13005040,สถานกักขังกลางจังหวัดลำปาง,,0
13005041,สถาบันพัฒนาข้าราชการราชทัณฑ์,,0
13005042,สำนักงานเลขานุการกรม,,0
13005043,สำนักทัณฑปฏิบัติ,,0
13005044,สำนักทัณฑวิทยา,,0
13005045,สำนักผู้ตรวจราชการกรม,,0
13005046,สำนักผู้เชี่ยวชาญเฉพาะด้านทัณฑวิทยา,,0
13005047,สำนักพัฒนาพฤตินิสัย,,0
13005048,สำนักพัฒนาระบบงานราชทัณฑ์,,0
13005049,หน่วยตรวจสอบภายใน,,0
13005050,เรือนจำกลางกำแพงเพชร,,0
13005051,เรือนจำกลางขอนแก่น,,0
13005052,เรือนจำกลางคลองเปรม,,0
13005053,เรือนจำกลางคลองไผ่,,0
13005054,เรือนจำกลางฉะเชิงเทรา,,0
13005055,เรือนจำกลางชลบุรี,,0
13005056,เรือนจำกลางตาก,,0
13005057,เรือนจำกลางนครปฐม,,0
13005058,เรือนจำกลางนครพนม,,0
13005059,เรือนจำกลางนครราชสีมา,,0
13005060,เรือนจำกลางนครศรีธรรมราช,,0
13005061,เรือนจำกลางนครสวรรค์,,0
13005062,เรือนจำกลางบางขวาง,,0
13005063,เรือนจำกลางปัตตานี,,0
13005064,เรือนจำกลางพระนครศรีอยุธยา,,0
13005065,เรือนจำกลางพัทลุง,,0
13005066,เรือนจำกลางพิษณุโลก,,0
13005067,เรือนจำกลางยะลา,,0
13005068,เรือนจำกลางระยอง,,0
13005069,เรือนจำกลางราชบุรี,,0
13005070,เรือนจำกลางลพบุรี,,0
13005071,เรือนจำกลางลำปาง,,0
13005072,เรือนจำกลางสงขลา,,0
13005073,เรือนจำกลางสมุทรปราการ,,0
13005074,เรือนจำกลางสมุทรสงคราม,,0
13005075,เรือนจำกลางสุราษฎร์ธานี,,0
13005076,เรือนจำกลางสุรินทร์,,0
13005077,เรือนจำกลางอุดรธานี,,0
13005078,เรือนจำกลางอุบลราชธานี,,0
13005079,เรือนจำกลางเขาบิน,,0
13005080,เรือนจำกลางเชียงราย,,0
13005081,เรือนจำกลางเชียงใหม่,,0
13005082,เรือนจำกลางเพชรบุรี,,0
13005083,เรือนจำจังหวัดกระบี่,,0
13005084,เรือนจำจังหวัดกาญจนบุรี,,0
13005085,เรือนจำจังหวัดกาฬสินธุ์,,0
13005086,เรือนจำจังหวัดจันทบุรี,,0
13005087,เรือนจำจังหวัดชัยนาท,,0
13005088,เรือนจำจังหวัดชัยภูมิ,,0
13005089,เรือนจำจังหวัดชุมพร,,0
13005090,เรือนจำจังหวัดตรัง,,0
13005091,เรือนจำจังหวัดตราด,,0
13005092,เรือนจำจังหวัดนครนายก,,0
13005093,เรือนจำจังหวัดนนทบุรี,,0
13005094,เรือนจำจังหวัดนราธิวาส,,0
13005095,เรือนจำจังหวัดน่าน,,0
13005096,เรือนจำจังหวัดบึงกาฬ,,0
13005097,เรือนจำจังหวัดบุรีรัมย์,,0
13005098,เรือนจำจังหวัดปทุมธานี,,0
13005099,เรือนจำจังหวัดประจวบคีรีขันธ์,,0
13005100,เรือนจำจังหวัดปราจีนบุรี,,0
13005101,เรือนจำจังหวัดพระนครศรีอยุธยา,,0
13005102,เรือนจำจังหวัดพะเยา,,0
13005103,เรือนจำจังหวัดพังงา,,0
13005104,เรือนจำจังหวัดพิจิตร,,0
13005105,เรือนจำจังหวัดพิษณุโลก,,0
13005106,เรือนจำจังหวัดภูเก็ต,,0
13005107,เรือนจำจังหวัดมหาสารคาม,,0
13005108,เรือนจำจังหวัดมุกดาหาร,,0
13005109,เรือนจำจังหวัดยโสธร,,0
13005110,เรือนจำจังหวัดระนอง,,0
13005111,เรือนจำจังหวัดร้อยเอ็ด,,0
13005112,เรือนจำจังหวัดลำพูน,,0
13005113,เรือนจำจังหวัดศรีสะเกษ,,0
13005114,เรือนจำจังหวัดสกลนคร,,0
13005115,เรือนจำจังหวัดสงขลา,,0
13005116,เรือนจำจังหวัดสตูล,,0
13005117,เรือนจำจังหวัดสมุทรสาคร,,0
13005118,เรือนจำจังหวัดสระบุรี,,0
13005119,เรือนจำจังหวัดสระแก้ว,,0
13005120,เรือนจำจังหวัดสิงห์บุรี,,0
13005121,เรือนจำจังหวัดสุพรรณบุรี,,0
13005122,เรือนจำจังหวัดสุโขทัย,,0
13005123,เรือนจำจังหวัดหนองคาย,,0
13005124,เรือนจำจังหวัดหนองบัวลำภู,,0
13005125,เรือนจำจังหวัดอำนาจเจริญ,,0
13005126,เรือนจำจังหวัดอุตรดิตถ์,,0
13005127,เรือนจำจังหวัดอุทัยธานี,,0
13005128,เรือนจำจังหวัดอ่างทอง,,0
13005129,เรือนจำจังหวัดเพชรบูรณ์,,0
13005130,เรือนจำจังหวัดเลย,,0
13005131,เรือนจำจังหวัดแพร่,,0
13005132,เรือนจำจังหวัดแม่ฮ่องสอน,,0
13005133,เรือนจำพิเศษกรุงเทพมหานคร,,0
13005134,เรือนจำพิเศษธนบุรี,,0
13005135,เรือนจำพิเศษพัทยา,,0
13005136,เรือนจำพิเศษมีนบุรี,,0
13005137,เรือนจำอำเภอกบินทร์บุรี,,0
13005138,เรือนจำอำเภอกันทรลักษ์,,0
13005139,เรือนจำอำเภอชัยบาดาล,,0
13005140,เรือนจำอำเภอตะกั่วป่า,,0
13005141,เรือนจำอำเภอทองผาภูมิ,,0
13005142,เรือนจำอำเภอทุ่งสง,,0
13005143,เรือนจำอำเภอธัญบุรี,,0
13005144,เรือนจำอำเภอนางรอง,,0
13005145,เรือนจำอำเภอนาทวี,,0
13005146,เรือนจำอำเภอบัวใหญ่,,0
13005147,เรือนจำอำเภอปากพนัง,,0
13005148,เรือนจำอำเภอฝาง,,0
13005149,เรือนจำอำเภอพล,,0
13005150,เรือนจำอำเภอภูเขียว,,0
13005151,เรือนจำอำเภอรัตนบุรี,,0
13005152,เรือนจำอำเภอสวรรคโลก,,0
13005153,เรือนจำอำเภอสว่างแดนดิน,,0
13005154,เรือนจำอำเภอสีคิ้ว,,0
13005155,เรือนจำอำเภอหลังสวน,,0
13005156,เรือนจำอำเภอหล่มสัก,,0
13005157,เรือนจำอำเภอเกาะสมุย,,0
13005158,เรือนจำอำเภอเทิง,,0
13005159,เรือนจำอำเภอเบตง,,0
13005160,เรือนจำอำเภอแม่สอด,,0
13005161,เรือนจำอำเภอแม่สะเรียง,,0
13005162,เรือนจำอำเภอไชยา,,0
13006001,กลุ่มค่าใช้จ่ายคดีพิเศษ,,0
13006002,กลุ่มตรวจสอบภายใน,,0
13006003,กลุ่มบริหารทรัพยากรบุคคล,,0
13006004,กลุ่มพัฒนาระบบบริหาร,,0
13006005,กองกฎหมาย,,0
13006006,กองกิจการต่างประเทศและคดีอาชญากรรมระหว่างประเทศ,,0
13006007,กองคดีการค้ามนุษย์,,0
13006008,กองคดีการเงินการธนาคารและการฟอกเงิน,,0
13006009,กองคดีความผิดเกี่ยวกับการเสนอราคาต่อหน่วยงานของรัฐ,,0
13006010,กองคดีความมั่นคง,,0
13006011,กองคดีคุ้มครองผู้บริโภค,,0
13006012,กองคดีทรัพยากรธรรมชาติและสิ่งแวดล้อม,,0
13006013,กองคดีทรัพย์สินทางปัญญา,,0
13006014,กองคดีธุรกิจการเงินนอกระบบ,,0
13006015,กองคดีภาษีอากร,,0
13006016,กองคดีเทคโนโลยีและสารสนเทศ,,0
13006017,กองนโยบายและยุทธศาสตร์,,0
13006018,กองบริหารคดีพิเศษ,,0
13006019,กองปฏิบัติการคดีพิเศษภาค,,0
13006020,กองปฏิบัติการพิเศษ,,0
13006021,กองพัฒนาและสนับสนุนคดีพิเศษ,,0
13006022,กองเทคโนโลยีและศูนย์ข้อมูลการตรวจสอบ,,0
13006023,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมสอบสวนคดีพิเศษ,,0
13006024,ศูนย์ช่วยเหลือลูกหนี้และประชาชนที่ไม่ได้รับความเป็นธรรม,,0
13006025,ศูนย์ปฏิบัติการสืบสวนสอบสวนอาชญากรรมพิเศษ,,0
13006026,ศูนย์สืบสวนสะกดรอยและการข่าว,,0
13006027,ศูนย์เสริมสร้างภาพลักษณ์องค์กร กรมสอบสวนคดีพิเศษ,,0
13006028,สำนักงานผู้เชี่ยวชาญเฉพาะด้านคดีพิเศษ,,0
13006029,สำนักงานรองอธิบดีกรมสอบสวนคดีพิเศษ 1,,0
13006030,สำนักงานรองอธิบดีกรมสอบสวนคดีพิเศษ 2,,0
13006031,สำนักงานรองอธิบดีกรมสอบสวนคดีพิเศษ 3,,0
13006032,สำนักงานรองอธิบดีกรมสอบสวนคดีพิเศษ 4,,0
13006033,สำนักงานอธิบดีกรมสอบสวนคดีพิเศษ,,0
13006034,สำนักงานเลขานุการกรม,,0
13007001,กลุ่มกฎหมายและนิติการ,,0
13007002,กลุ่มคุ้มครองจริยธรรม,,0
13007003,กลุ่มตรวจสอบภายใน,,0
13007004,กลุ่มพัฒนาระบบบริหาร,,0
13007005,กองตรวจพิสูจน์ทางวิทยาศาสตร์,,0
13007006,กองนิติวิทยาศาสตร์บริการ,,0
13007007,กองบุคคลสูญหายและศพนิรนาม,,0
13007008,กองปฏิบัติการทางนิติวิทยาศาสตร์,,0
13007009,กองสารพันธุกรรม,,0
13007010,กองส่งเสริมและพัฒนางานนิติวิทยาศาสตร์,,0
13007011,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันนิติวิทยาศาสตร์,,0
13007012,ศูนย์สารสนเทศนิติวิทยาศาสตร์,,0
13007013,สำนักงานเลขานุการกรม,,0
13007014,สำนักมาตรฐานนิติวิทยาศาสตร์,,0
13008001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันอนุญาโตตุลาการ,,0
13009001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันเพื่อการยุติธรรมแห่งประเทศไทย (องค์การมหาชน),,0
13010001,กลุ่มตรวจสอบภายใน,,0
13010002,กลุ่มพัฒนาระบบบริหาร,,0
13010003,กลุ่มสื่อสารองค์กร,,0
13010004,กองงานคณะกรรมการการพัฒนาการบริหารงานยุติธรรมแห่งชาติ,,0
13010005,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานกิจการยุติธรรม,,0
13010006,สถาบันพัฒนาบุคลากรในกระบวนการยุติธรรม,,0
13010007,สถาบันวิจัยและพัฒนากระบวนการยุติธรรม,,0
13010008,สำนักงานเลขานุการกรม,,0
13010009,สำนักนโยบายและประสานแผนกระบวนการยุติธรรม,,0
13010010,สำนักเทคโนโลยีสารสนเทศและการสื่อสารกระบวนการยุติธรรม,,0
13010011,ส่วนนโยบายและยุทธศาสตร์ยุติธรรมชุมชนและยุติธรรมจังหวัด,,0
13011001,กลุ่มตรวจสอบภายใน,,0
13011002,กลุ่มพัฒนาระบบบริหาร,,0
13011003,กองกฎหมาย,,0
13011004,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานคณะกรรมการป้องกันและปราบปรามยาเสพติด,,0
13011005,ศูนย์เทคโนโลยีและสารสนเทศ,,0
13011006,สถาบันพัฒนาบุคลากรด้านการป้องกันและปราบรามยาเสพติด,,0
13011007,สถาบันวิชาการและตรวจพิสูจน์ยาเสพติด,,0
13011008,สถาบันสำรวจและติดตามการปลูกพืชเสพติด,,0
13011009,สำนักการต่างประเทศ,,0
13011010,สำนักงานป้องกันและปราบปรามยาเสพติดกรุงเทพมหานคร,,0
13011011,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 1,,0
13011012,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 2,,0
13011013,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 3,,0
13011014,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 4,,0
13011015,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 5,,0
13011016,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 6,,0
13011017,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 7,,0
13011018,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 8,,0
13011019,สำนักงานป้องกันและปราบปรามยาเสพติด ภาค 9,,0
13011020,สำนักงานเลขานุการกรม,,0
13011021,สำนักตรวจสอบทรัพย์สินคดียาเสพติด,,0
13011022,สำนักปราบปรามยาเสพติด,,0
13011023,สำนักพัฒนาการป้องกันและแก้ไขปัญหายาเสพติด,,0
13011024,สำนักยุทธศาสตร์,,0
13012001,กลุ่มขับเคลื่อนการปฏิรูปประเทศ ยุทธศาสตร์ชาติ และการสร้างความสามัคคีปรองดองกระทรวงยุติธรรม,,0
13012002,กลุ่มตรวจสอบภายในระดับกระทรวง,,0
13012003,กลุ่มพัฒนาระบบบริหารกระทรวงยุติธรรม,,0
13012004,กองกลาง,,0
13012005,กองการต่างประเทศ,,0
13012006,กองการเจ้าหน้าที่,,0
13012007,กองคลัง,,0
13012008,กองยุทธศาสตร์และแผนงาน,,0
13012009,กองออกแบบและก่อสร้าง,,0
13012010,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานปลัดกระทรวงยุติธรรม,,0
13012011,ศูนย์บริการร่วมกระทรวงยุติธรรม,,0
13012012,ศูนย์ปฏิบัติการต่อต้านการทุจริต,,0
13012013,ศูนย์อำนวยการวิเคราะห์พยานหลักฐานและการข่าว,,0
13012014,ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร,,0
13012015,สถาบันอนุญาโตตุลาการ,,0
13012016,สถาบันเพื่อการยุติธรรมแห่งประเทศไทย (TIJ),,0
13012017,สำนักกฎหมาย,,0
13012018,สำนักกิจการในพระดำริพระเจ้าหลานเธอ พระองค์เจ้าพัชรกิติยาภา,,0
13012019,สำนักงานกลุ่มภารกิจบริหารความยุติธรรม,,0
13012020,สำนักงานกลุ่มภารกิจพัฒนาพฤตินิสัย,,0
13012021,สำนักงานกลุ่มภารกิจอำนวยความยุติธรรม,,0
13012022,สำนักงานกองทุนยุติธรรม,,0
13012023,สำนักงานคณะกรรมการเสริมสร้างความสมานฉันท์แห่งชาติ,,0
13012024,สำนักงานบริหารโครงการศูนย์การเรียนรู้ระหว่างประเทศด้านกระบวนการยุติธรรม,,0
13012025,สำนักงานประสานงานคณะรักษาความสงบแห่งชาติ,,0
13012026,สำนักงานยุติธรรมจังหวัดกระบี่,,0
13012027,สำนักงานยุติธรรมจังหวัดกาญจนบุรี,,0
13012028,สำนักงานยุติธรรมจังหวัดกาฬสินธ์,,0
13012029,สำนักงานยุติธรรมจังหวัดกำแพงเพชร,,0
13012030,สำนักงานยุติธรรมจังหวัดขอนแก่น,,0
13012031,สำนักงานยุติธรรมจังหวัดจันทบุรี,,0
13012032,สำนักงานยุติธรรมจังหวัดฉะเชิงเทรา,,0
13012033,สำนักงานยุติธรรมจังหวัดชลบุรี,,0
13012034,สำนักงานยุติธรรมจังหวัดชัยนาท,,0
13012035,สำนักงานยุติธรรมจังหวัดชัยภูมิ,,0
13012036,สำนักงานยุติธรรมจังหวัดชุมพร,,0
13012037,สำนักงานยุติธรรมจังหวัดตรัง,,0
13012038,สำนักงานยุติธรรมจังหวัดตราด,,0
13012039,สำนักงานยุติธรรมจังหวัดตาก,,0
13012040,สำนักงานยุติธรรมจังหวัดตาก สาขาแม่สอด,,0
13012041,สำนักงานยุติธรรมจังหวัดนครนายก,,0
13012042,สำนักงานยุติธรรมจังหวัดนครปฐม,,0
13012043,สำนักงานยุติธรรมจังหวัดนครพนม,,0
13012044,สำนักงานยุติธรรมจังหวัดนครราชสีมา,,0
13012045,สำนักงานยุติธรรมจังหวัดนครศรีธรรมราช,,0
13012046,สำนักงานยุติธรรมจังหวัดนครสวรรค์,,0
13012047,สำนักงานยุติธรรมจังหวัดนนทบุรี,,0
13012048,สำนักงานยุติธรรมจังหวัดนราธิวาส,,0
13012049,สำนักงานยุติธรรมจังหวัดน่าน,,0
13012050,สำนักงานยุติธรรมจังหวัดบึงกาฬ,,0
13012051,สำนักงานยุติธรรมจังหวัดบุรีรัมย์,,0
13012052,สำนักงานยุติธรรมจังหวัดปทุมธานี,,0
